real_salary,predicted_salary,residuals,season,position,team
4752000,4752373.147197962,-373.14719796180725,2012,Center,Minnesota Timberwolves
4750000,4752373.147197962,-2373.1471979618073,2012,Center,Atlanta Hawks
4710000,4373241.353687704,336758.6463122964,2012,Small Forward,Chicago Bulls
4609701,4499618.618191123,110082.38180887699,2012,Power Forward,Minnesota Timberwolves
4604760,4436429.985939413,168330.0140605867,2012,Shooting Guard,Oklahoma City Thunder
4602720,4499618.618191123,103101.38180887699,2012,Power Forward,Minnesota Timberwolves
4600000,4373241.353687704,226758.6463122964,2012,Small Forward,Toronto Raptors
4503600,4752373.147197962,-248773.1471979618,2012,Center,Minnesota Timberwolves
4500000,4689184.514946252,-189184.5149462521,2012,Forward,Detroit Pistons
4455988,4499618.618191123,-43630.61819112301,2012,Power Forward,Houston Rockets
4403834,4436429.985939413,-32595.98593941331,2012,Shooting Guard,Cleveland Cavaliers
4319280,4752373.147197962,-433093.1471979618,2012,Center,Utah Jazz
4300000,4562807.250442833,-262807.2504428327,2012,Point Guard,Minnesota Timberwolves
4257973,4625995.882694542,-368022.8826945424,2012,Guard,Los Angeles Lakers
4250000,4436429.985939413,-186429.9859394133,2012,Shooting Guard,LA Clippers
4250000,4373241.353687704,-123241.35368770361,2012,Small Forward,Phoenix Suns
4250000,4499618.618191123,-249618.618191123,2012,Power Forward,Boston Celtics
4234000,4499618.618191123,-265618.618191123,2012,Power Forward,Denver Nuggets
4190182,4499618.618191123,-309436.618191123,2012,Power Forward,Denver Nuggets
4100000,4373241.353687704,-273241.3536877036,2012,Small Forward,San Antonio Spurs
4099920,4436429.985939413,-336509.9859394133,2012,Shooting Guard,Golden State Warriors
4080915,4436429.985939413,-355514.9859394133,2012,Shooting Guard,Memphis Grizzlies
4060000,4499618.618191123,-439618.618191123,2012,Power Forward,Miami Heat
4051024,4499618.618191123,-448594.618191123,2012,Power Forward,Philadelphia 76ers
4006080,4689184.514946252,-683104.5149462521,2012,Forward,Minnesota Timberwolves
4000000,4625995.882694542,-625995.8826945424,2012,Guard,Miami Heat
4000000,4562807.250442833,-562807.2504428327,2012,Point Guard,New Jersey Nets
4000000,4436429.985939413,-436429.9859394133,2012,Shooting Guard,New Jersey Nets
4000000,4499618.618191123,-499618.618191123,2012,Power Forward,Phoenix Suns
4000000,4562807.250442833,-562807.2504428327,2012,Point Guard,Los Angeles Lakers
4000000,4373241.353687704,-373241.3536877036,2012,Small Forward,LA Clippers
3944000,4752373.147197962,-808373.1471979618,2012,Center,San Antonio Spurs
3900000,4436429.985939413,-536429.9859394133,2012,Shooting Guard,Charlotte Bobcats
3880800,4752373.147197962,-871573.1471979618,2012,Center,Sacramento Kings
3831184,4436429.985939413,-605245.9859394133,2012,Shooting Guard,New Orleans Hornets
3823000,4373241.353687704,-550241.3536877036,2012,Small Forward,Golden State Warriors
3750000,4752373.147197962,-1002373.1471979618,2012,Center,Oklahoma City Thunder
3750000,4436429.985939413,-686429.9859394133,2012,Shooting Guard,Milwaukee Bucks
3726600,4752373.147197962,-1025773.1471979618,2012,Center,Cleveland Cavaliers
3700000,4436429.985939413,-736429.9859394133,2012,Shooting Guard,Utah Jazz
3700000,4499618.618191123,-799618.618191123,2012,Power Forward,Miami Heat
3695857,4625995.882694542,-930138.8826945424,2012,Guard,Washington Wizards
3680000,4562807.250442833,-882807.2504428327,2012,Point Guard,Minnesota Timberwolves
3630000,4752373.147197962,-1122373.1471979618,2012,Center,San Antonio Spurs
3500000,4562807.250442833,-1062807.2504428327,2012,Point Guard,Phoenix Suns
3500000,4436429.985939413,-936429.9859394133,2012,Shooting Guard,Milwaukee Bucks
3500000,4625995.882694542,-1125995.8826945424,2012,Guard,Milwaukee Bucks
3480120,4562807.250442833,-1082687.2504428327,2012,Point Guard,Minnesota Timberwolves
3480000,4436429.985939413,-956429.9859394133,2012,Shooting Guard,Utah Jazz
3414720,4562807.250442833,-1148087.2504428327,2012,Point Guard,Portland Trail Blazers
3400000,4562807.250442833,-1162807.2504428327,2012,Point Guard,Chicago Bulls
3377604,4436429.985939413,-1058825.9859394133,2012,Shooting Guard,New Orleans Hornets
3344250,4373241.353687704,-1028991.3536877036,2012,Small Forward,Toronto Raptors
3343896,4752373.147197962,-1408477.1471979618,2012,Center,Denver Nuggets
3341558,4436429.985939413,-1094871.9859394133,2012,Shooting Guard,Oklahoma City Thunder
3300000,4373241.353687704,-1073241.3536877036,2012,Small Forward,Oklahoma City Thunder
3294960,4689184.514946252,-1394224.514946252,2012,Forward,Milwaukee Bucks
3272997,4689184.514946252,-1416187.514946252,2012,Forward,Oklahoma City Thunder
3250000,4562807.250442833,-1312807.2504428327,2012,Point Guard,Orlando Magic
3250000,4562807.250442833,-1312807.2504428327,2012,Point Guard,Detroit Pistons
3250000,4752373.147197962,-1502373.1471979618,2012,Center,New Jersey Nets
3236470,4562807.250442833,-1326337.2504428327,2012,Point Guard,Charlotte Bobcats
3150000,4436429.985939413,-1286429.9859394133,2012,Shooting Guard,Memphis Grizzlies
3135000,4373241.353687704,-1238241.3536877036,2012,Small Forward,New Jersey Nets
3135000,4373241.353687704,-1238241.3536877036,2012,Small Forward,Miami Heat
3117120,4562807.250442833,-1445687.2504428327,2012,Point Guard,Golden State Warriors
3076983,4752373.147197962,-1675390.1471979618,2012,Center,New Jersey Nets
3065040,4499618.618191123,-1434578.618191123,2012,Power Forward,Washington Wizards
3059000,4436429.985939413,-1377429.9859394133,2012,Shooting Guard,Denver Nuggets
3042280,4625995.882694542,-1583715.8826945424,2012,Guard,Toronto Raptors
3007920,4752373.147197962,-1744453.1471979618,2012,Center,Detroit Pistons
3001284,4499618.618191123,-1498334.618191123,2012,Power Forward,Sacramento Kings
3000000,4373241.353687704,-1373241.3536877036,2012,Small Forward,Sacramento Kings
3000000,4499618.618191123,-1499618.618191123,2012,Power Forward,Indiana Pacers
3000000,4499618.618191123,-1499618.618191123,2012,Power Forward,Los Angeles Lakers
3000000,4499618.618191123,-1499618.618191123,2012,Power Forward,Boston Celtics
3000000,4625995.882694542,-1625995.8826945424,2012,Guard,Dallas Mavericks
2956658,4689184.514946252,-1732526.514946252,2012,Forward,Golden State Warriors
2911231,4373241.353687704,-1462010.3536877036,2012,Small Forward,Minnesota Timberwolves
2862602,4752373.147197962,-1889771.1471979618,2012,Center,Phoenix Suns
2858057,4373241.353687704,-1515184.3536877036,2012,Small Forward,Toronto Raptors
2855760,4752373.147197962,-1896613.1471979618,2012,Center,Los Angeles Lakers
2840000,4499618.618191123,-1659618.618191123,2012,Power Forward,Minnesota Timberwolves
2812006,4499618.618191123,-1687612.618191123,2012,Power Forward,Toronto Raptors
2798040,4752373.147197962,-1954333.1471979618,2012,Center,Charlotte Bobcats
2763450,4499618.618191123,-1736168.618191123,2012,Power Forward,Indiana Pacers
2755560,4499618.618191123,-1744058.618191123,2012,Power Forward,New Orleans Hornets
2750000,4499618.618191123,-1749618.618191123,2012,Power Forward,Charlotte Bobcats
2721255,4689184.514946252,-1967929.514946252,2012,Forward,Memphis Grizzlies
2709720,4373241.353687704,-1663521.3536877036,2012,Small Forward,Utah Jazz
2700000,4436429.985939413,-1736429.9859394133,2012,Shooting Guard,Indiana Pacers
2685185,4752373.147197962,-2067188.1471979618,2012,Center,Fenerbahce Ulker Fenerbahce Ulker
2674852,4436429.985939413,-1761577.9859394133,2012,Shooting Guard,Philadelphia 76ers
2588590,4752373.147197962,-2163783.147197962,2012,Center,Indiana Pacers
2563320,4562807.250442833,-1999487.2504428327,2012,Point Guard,Detroit Pistons
2541000,4499618.618191123,-1958618.618191123,2012,Power Forward,Milwaukee Bucks
2500000,4499618.618191123,-1999618.618191123,2012,Power Forward,LA Clippers
2500000,4752373.147197962,-2252373.147197962,2012,Center,Toronto Raptors
2500000,4373241.353687704,-1873241.3536877036,2012,Small Forward,Charlotte Bobcats
2500000,4689184.514946252,-2189184.514946252,2012,Forward,New Orleans Hornets
2500000,4436429.985939413,-1936429.9859394133,2012,Shooting Guard,New Jersey Nets
2493720,4625995.882694542,-2132275.8826945424,2012,Guard,Milwaukee Bucks
2462400,4752373.147197962,-2289973.147197962,2012,Center,Washington Wizards
2446200,4373241.353687704,-1927041.3536877036,2012,Small Forward,Orlando Magic
2406240,4436429.985939413,-2030189.9859394133,2012,Shooting Guard,Indiana Pacers
2400000,4436429.985939413,-2036429.9859394133,2012,Shooting Guard,LA Clippers
2356320,4562807.250442833,-2206487.2504428327,2012,Point Guard,Charlotte Bobcats
2354537,4752373.147197962,-2397836.147197962,2012,Center,Sacramento Kings
2339040,4625995.882694542,-2286955.8826945424,2012,Guard,Sacramento Kings
2338709,4436429.985939413,-2097720.9859394133,2012,Shooting Guard,New York Knicks
2329545,4562807.250442833,-2233262.2504428327,2012,Point Guard,Oklahoma City Thunder
2286000,4752373.147197962,-2466373.147197962,2012,Center,Oklahoma City Thunder
2250600,4436429.985939413,-2185829.9859394133,2012,Shooting Guard,Charlotte Bobcats
2250000,4436429.985939413,-2186429.9859394133,2012,Shooting Guard,Cleveland Cavaliers
2246400,4562807.250442833,-2316407.2504428327,2012,Point Guard,Boston Celtics
2246400,4499618.618191123,-2253218.618191123,2012,Power Forward,Detroit Pistons
2244601,4499618.618191123,-2255017.618191123,2012,Power Forward,Orlando Magic
2225093,4436429.985939413,-2211336.9859394133,2012,Shooting Guard,Houston Rockets
2207040,4752373.147197962,-2545333.147197962,2012,Center,Toronto Raptors
2203792,4752373.147197962,-2548581.147197962,2012,Center,Denver Nuggets
2180443,4436429.985939413,-2255986.9859394133,2012,Shooting Guard,Denver Nuggets
2171640,4436429.985939413,-2264789.9859394133,2012,Shooting Guard,New Orleans Hornets
2155365,4436429.985939413,-2281064.9859394133,2012,Shooting Guard,Portland Trail Blazers
2150000,4373241.353687704,-2223241.3536877036,2012,Small Forward,Utah Jazz
2138040,4499618.618191123,-2361578.618191123,2012,Power Forward,Indiana Pacers
2126520,4436429.985939413,-2309909.9859394133,2012,Shooting Guard,Golden State Warriors
2111160,4436429.985939413,-2325269.9859394133,2012,Shooting Guard,Utah Jazz
2108000,4562807.250442833,-2454807.2504428327,2012,Point Guard,Houston Rockets
2062800,4562807.250442833,-2500007.2504428327,2012,Point Guard,Orlando Magic
2062800,4436429.985939413,-2373629.9859394133,2012,Shooting Guard,Houston Rockets
2050000,4499618.618191123,-2449618.618191123,2012,Power Forward,Minnesota Timberwolves
2027119,4689184.514946252,-2662065.514946252,2012,Forward,Phoenix Suns
2016692,4625995.882694542,-2609303.8826945424,2012,Guard,Minnesota Timberwolves
2005560,4499618.618191123,-2494058.618191123,2012,Power Forward,Phoenix Suns
2001167,4499618.618191123,-2498451.618191123,2012,Power Forward,Charlotte Bobcats
2000032,4562807.250442833,-2562775.2504428327,2012,Point Guard,LA Clippers
2000000,4689184.514946252,-2689184.514946252,2012,Forward,Memphis Grizzlies
2000000,4562807.250442833,-2562807.2504428327,2012,Point Guard,Utah Jazz
1990000,4752373.147197962,-2762373.147197962,2012,Center,Toronto Raptors
1959960,4499618.618191123,-2539658.618191123,2012,Power Forward,Houston Rockets
1929600,4373241.353687704,-2443641.3536877036,2012,Small Forward,Detroit Pistons
1906200,4373241.353687704,-2467041.3536877036,2012,Small Forward,Los Angeles Lakers
1892280,4689184.514946252,-2796904.514946252,2012,Forward,Portland Trail Blazers
1861920,4499618.618191123,-2637698.618191123,2012,Power Forward,Milwaukee Bucks
1857500,4752373.147197962,-2894873.147197962,2012,Center,Chicago Bulls
1823280,4373241.353687704,-2549961.3536877036,2012,Small Forward,Houston Rockets
1823280,4752373.147197962,-2929093.147197962,2012,Center,Houston Rockets
1809840,4373241.353687704,-2563401.3536877036,2012,Small Forward,San Antonio Spurs
1728000,4436429.985939413,-2708429.9859394133,2012,Shooting Guard,New Jersey Nets
1719480,4752373.147197962,-3032893.147197962,2012,Center,Philadelphia 76ers
1680360,4752373.147197962,-3072013.147197962,2012,Center,Washington Wizards
1679914,4373241.353687704,-2693327.3536877036,2012,Small Forward,Sacramento Kings
1675000,4373241.353687704,-2698241.3536877036,2012,Small Forward,New York Knicks
1654440,4625995.882694542,-2971555.8826945424,2012,Guard,Denver Nuggets
1596360,4562807.250442833,-2966447.2504428327,2012,Point Guard,LA Clippers
1579920,4562807.250442833,-2982887.2504428327,2012,Point Guard,Atlanta Hawks
1567500,4562807.250442833,-2995307.2504428327,2012,Point Guard,Phoenix Suns
1567500,4499618.618191123,-2932118.618191123,2012,Power Forward,New Orleans Hornets
1563120,4436429.985939413,-2873309.9859394133,2012,Shooting Guard,New York Knicks
1540493,4562807.250442833,-3022314.2504428327,2012,Point Guard,Indiana Pacers
1524480,4562807.250442833,-3038327.2504428327,2012,Point Guard,Boston Celtics
1516680,4562807.250442833,-3046127.2504428327,2012,Point Guard,Oklahoma City Thunder
1500000,4752373.147197962,-3252373.147197962,2012,Center,Miami Heat
1500000,4689184.514946252,-3189184.514946252,2012,Forward,Indiana Pacers
1500000,4689184.514946252,-3189184.514946252,2012,Forward,Toronto Raptors
1500000,4436429.985939413,-2936429.9859394133,2012,Shooting Guard,Miami Heat
1485000,4373241.353687704,-2888241.3536877036,2012,Small Forward,Washington Wizards
1467840,4752373.147197962,-3284533.147197962,2012,Center,LA Clippers
1455960,4625995.882694542,-3170035.8826945424,2012,Guard,Indiana Pacers
1442880,4436429.985939413,-2993549.9859394133,2012,Shooting Guard,Portland Trail Blazers
1418160,4373241.353687704,-2955081.3536877036,2012,Small Forward,Milwaukee Bucks
1404960,4499618.618191123,-3094658.618191123,2012,Power Forward,Philadelphia 76ers
1402540,4436429.985939413,-3033889.9859394133,2012,Shooting Guard,San Antonio Spurs
1399507,4752373.147197962,-3352866.147197962,2012,Center,Miami Heat
1399507,4436429.985939413,-3036922.9859394133,2012,Shooting Guard,Miami Heat
1365720,4562807.250442833,-3197087.2504428327,2012,Point Guard,Portland Trail Blazers
1352181,4562807.250442833,-3210626.2504428327,2012,Point Guard,Utah Jazz
1352181,4499618.618191123,-3147437.618191123,2012,Power Forward,Portland Trail Blazers
1352181,4752373.147197962,-3400192.147197962,2012,Center,Boston Celtics
1350000,4562807.250442833,-3212807.2504428327,2012,Point Guard,Milwaukee Bucks
1341960,4689184.514946252,-3347224.514946252,2012,Forward,Cleveland Cavaliers
1300000,4752373.147197962,-3452373.147197962,2012,Center,Memphis Grizzlies
1294920,4689184.514946252,-3394264.514946252,2012,Forward,Washington Wizards
1288200,4752373.147197962,-3464173.147197962,2012,Center,Oklahoma City Thunder
1288200,4752373.147197962,-3464173.147197962,2012,Center,Charlotte Bobcats
1254720,4689184.514946252,-3434464.514946252,2012,Forward,Denver Nuggets
1243080,4373241.353687704,-3130161.3536877036,2012,Small Forward,New Jersey Nets
1236720,4562807.250442833,-3326087.2504428327,2012,Point Guard,Dallas Mavericks
1223166,4499618.618191123,-3276452.618191123,2012,Power Forward,Washington Wizards
1200000,4562807.250442833,-3362807.2504428327,2012,Point Guard,Oklahoma City Thunder
1195680,4752373.147197962,-3556693.147197962,2012,Center,Chicago Bulls
1193280,4436429.985939413,-3243149.9859394133,2012,Shooting Guard,Dallas Mavericks
1184750,4373241.353687704,-3188491.3536877036,2012,Small Forward,Memphis Grizzlies
1160000,4373241.353687704,-3213241.3536877036,2012,Small Forward,Orlando Magic
1156320,4562807.250442833,-3406487.2504428327,2012,Point Guard,Oklahoma City Thunder
1154040,4436429.985939413,-3282389.9859394133,2012,Shooting Guard,Minnesota Timberwolves
1153800,4689184.514946252,-3535384.514946252,2012,Forward,Memphis Grizzlies
1145640,4562807.250442833,-3417167.2504428327,2012,Point Guard,New York Knicks
1121520,4436429.985939413,-3314909.9859394133,2012,Shooting Guard,Denver Nuggets
1120440,4625995.882694542,-3505555.8826945424,2012,Guard,Washington Wizards
1113600,4562807.250442833,-3449207.2504428327,2012,Point Guard,New Orleans Hornets
1106941,4373241.353687704,-3266300.3536877036,2012,Small Forward,Milwaukee Bucks
1106941,4373241.353687704,-3266300.3536877036,2012,Small Forward,Cleveland Cavaliers
1105560,4752373.147197962,-3646813.147197962,2012,Center,Orlando Magic
1097520,4373241.353687704,-3275721.3536877036,2012,Small Forward,Los Angeles Lakers
1097520,4373241.353687704,-3275721.3536877036,2012,Small Forward,Oklahoma City Thunder
1082520,4689184.514946252,-3606664.514946252,2012,Forward,Miami Heat
1074720,4562807.250442833,-3488087.2504428327,2012,Point Guard,San Antonio Spurs
1071720,4373241.353687704,-3301521.3536877036,2012,Small Forward,Minnesota Timberwolves
1069509,4436429.985939413,-3366920.9859394133,2012,Shooting Guard,Orlando Magic
